t CPU GPU
139761.632500335 0 0
139761.637576253 0 0
139761.642654346 0 0
139761.647733592 0 0
139761.652809637 0 0
139761.657897171 0 0
139761.662973472 0 0
139761.668051598 0 0
139761.673129019 0 0
139761.678207753 0 0
139761.683282838 0 0
139761.688359620 0 0
139761.693437713 0 0
139761.698512639 0 0
139761.703584780 0 0
139761.708665562 0 0
139761.713749351 0 0
139761.718848949 0 0
139761.723925506 0 0
139761.729009648 0 0
139761.734087997 0 0
139761.739162635 0 0
139761.744238072 0 0
139761.749315686 0 0
139761.754391795 0 0
139761.759466657 0 0
139761.764542094 0 0
139761.769616828 0 0
139761.774703273 0 0
139761.779782583 0 0
139761.784859780 0 0
139761.789939026 0 0
139761.795021855 0 0
139761.800098541 0 0
139761.805175578 0 0
139761.810253096 0 0
139761.815328309 0 0
139761.820411939 0 0
139761.825484464 0 0
139761.830614718 0 0
139761.835714540 0 0
139761.840804537 0 0
139761.845889127 0 0
139761.850971380 0 0
139761.856052034 0 0
139761.861133135 0 0
139761.866214301 0 0
139761.871292426 0 0
139761.876370456 0 0
139761.881459525 0 0
139761.886534131 0 0
139761.891610528 0 0
139761.896699886 0 0
139761.901779803 0 0
139761.906851529 0 0
139761.911928310 0 0
139761.917006308 0 0
139761.922083185 0 0
139761.927161279 0 0
139761.932257164 0 0
139761.937317466 0 0
139761.942407239 0 0
139761.947488373 0 0
139761.952572866 0 0
139761.957656400 0 0
139761.962735101 0 0
139761.967814891 0 0
139761.972896056 0 0
139761.977974022 0 0
139761.983047667 0 0
139761.988121409 0 0
139761.993202638 0 0
139761.998284892 0 0
139762.3363977 0 0
139762.8451703 0 0
139762.13538820 0 0
139762.18627058 0 0
139762.23739039 0 0
139762.28815757 0 0
139762.33899290 0 0
139762.38975976 0 0
139762.44056405 0 0
139762.49142947 0 0
139762.54221488 0 0
139762.59299326 0 0
139762.64377387 0 0
139762.69463737 0 0
139762.74541478 0 0
139762.79618964 0 0
139762.84694785 0 0
139762.89774383 0 0
139762.94853564 0 0
139762.99928810 0 0
139762.105017975 0 0
139762.110093477 0 0
139762.115168594 0 0
139762.120243680 0 0
139762.125325677 0 0
139762.130403035 0 0
139762.135478568 0 0
139762.140552566 0 0
139762.145626851 0 0
139762.150700689 0 0
139762.155786750 0 0
139762.160861996 0 0
139762.166009593 0 0
139762.171102023 0 0
139762.176179412 0 0
139762.181257762 0 0
139762.186337423 0 0
139762.191415773 0 0
139762.196494794 0 0
139762.201574840 0 0
139762.206656325 0 0
139762.211733587 0 0
139762.216815968 0 0
139762.221899758 0 0
139762.226976475 0 0
139762.232056169 0 0
139762.237135894 0 0
139762.242210468 0 0
139762.247285009 0 0
139762.252368031 0 0
139762.257452588 0 0
139762.262539066 0 0
139762.267619591 0 0
139762.272706165 0 0
139762.277787330 0 0
139762.282865520 0 0
139762.287949533 0 0
139762.293030443 0 0
139762.298106552 0 0
139762.303182726 0 0
139762.308258771 0 0
139762.313337697 0 0
139762.318415982 0 0
139762.323492796 0 0
139762.328575401 0 0
139762.333655639 0 0
139762.338735652 0 0
139762.343839122 0 0
139762.348919136 0 0
139762.353993421 0 0
139762.359070651 0 0
139762.364148360 0 0
139762.369222261 0 0
139762.374297251 0 0
139762.379377232 0 0
139762.384467134 0 0
139762.389548076 0 0
139762.394623801 0 0
139762.399702119 0 0
139762.404783188 0 0
139762.409873410 0 0
139762.414946031 0 0
139762.420089245 0 0
139762.425169546 0 0
139762.430244376 0 0
139762.435316677 0 0
139762.440405555 0 0
139762.445490848 0 0
139762.450569902 0 0
139762.455645787 0 0
139762.460726153 0 0
139762.465865046 0 0
139762.470951716 0 0
139762.476076370 0 0
139762.481156543 0 0
139762.486235500 0 0
139762.491317530 0 0
139762.496398375 0 0
139762.501474645 0 0
139762.506552418 0 0
139762.511630064 0 0
139762.516718686 0 0
139762.521803723 0 0
139762.526879545 0 0
139762.531954886 0 0
139762.537035636 0 0
139762.542110497 0 0
139762.547187087 0 0
139762.552270780 0 0
139762.557347530 0 0
139762.562422327 0 0
139762.567497509 0 0
139762.572574066 0 0
139762.577652352 0 0
139762.582730029 0 0
139762.587808123 0 0
139762.592884968 0 0
139762.597961045 0 0
139762.603009219 0 0
139762.608095312 0 0
139762.613180638 0 0
139762.618261195 0 0
139762.623344889 0 0
139762.628422246 0 0
139762.633499156 0 0
139762.638577153 0 0
139762.643654415 0 0
139762.648736284 0 0
139762.653815178 0 0
139762.658892951 0 0
139762.663970693 0 0
139762.669048274 0 0
139762.674122080 0 0
139762.679187949 0 0
139762.684267515 0 0
139762.689345448 0 0
139762.694424246 0 0
139762.699500355 0 0
139762.704577777 0 0
139762.709666718 0 0
139762.714741868 0 0
139762.719818041 0 0
139762.724902887 0 0
139762.729978516 0 0
139762.735056034 0 0
139762.740132911 0 0
139762.745212765 0 0
139762.750291914 0 0
139762.755924825 0 0
139762.761064839 0 0
139762.766144053 0 0
139762.771220130 0 0
139762.776386672 0 0
139762.781467965 0 0
139762.786551243 0 0
139762.791651064 0 0
139762.796729638 0 0
139762.801804467 0 0
139762.806878497 0 0
139762.811952878 0 0
139762.817027452 0 0
139762.822120681 0 0
139762.827203831 0 0
139762.832292740 0 0
139762.837402866 0 0
139762.842495232 0 0
139762.847600877 0 0
139762.852690555 0 0
139762.857773544 0 0
139762.862858582 0 0
139762.867949475 0 0
139762.873035729 0 0
139762.878116350 0 0
139762.883196300 0 0
139762.888277465 0 0
139762.893356679 0 0
139762.898451636 0 0
139762.903529794 0 0
139762.908611055 0 0
139762.913692061 0 0
139762.918770730 0 0
139762.923893912 0 0
139762.928968645 0 0
139762.934047155 0 0
139762.939122368 0 0
139762.944201262 0 0
139762.949313884 0 0
139762.954414153 0 0
139762.959502967 0 0
139762.964587108 0 0
139762.969663570 0 0
139762.974738719 0 0
139762.979814477 0 0
139762.984889882 0 0
139762.989965000 0 0
139762.995047061 0 0
139763.128483 0 0
139763.5210512 0 0
139763.10340318 0 0
139763.15433547 0 0
139763.20564761 0 0
139763.25656871 0 0
139763.30740084 0 0
139763.35823874 0 0
139763.40903695 0 0
139763.45985597 0 0
139763.51070474 0 0
139763.56155416 0 0
139763.61234661 0 0
139763.66314611 0 0
139763.71395168 0 0
139763.76479214 0 0
139763.81560539 0 0
139763.86640873 0 0
139763.91717750 0 0
139763.96800420 0 0
139763.101882097 0 0
139763.106957087 0 0
139763.112036684 0 0
139763.117120218 0 0
139763.122197927 0 0
139763.127275413 0 0
139763.132352578 0 0
139763.137471696 0 0
139763.142550205 0 0
139763.147627627 0 0
139763.152706424 0 0
139763.157785894 0 0
139763.162863827 0 0
139763.167941889 0 0
139763.173022446 0 0
139763.178096860 0 0
139763.183173769 0 0
139763.188248919 0 0
139763.193323620 0 0
139763.198398226 0 0
139763.203473215 0 0
139763.208547981 0 0
139763.213622170 0 0
139763.218695656 0 0
139763.223777333 0 0
139763.228862307 0 0
139763.233993520 0 0
139763.239075518 0 0
139763.244174571 0 0
139763.249290809 0 0
139763.254426023 0 0
139763.259527220 0 0
139763.264613154 0 0
139763.269691695 0 0
139763.274774045 0 0
139763.279863114 0 0
139763.284943832 0 0
139763.290027269 0 0
139763.295109651 0 0
139763.300193952 0 0
139763.305276206 0 0
139763.310357947 0 0
139763.315436809 0 0
139763.320517814 0 0
139763.325604644 0 0
139763.330684817 0 0
139763.335765247 0 0
139763.340848428 0 0
139763.345929082 0 0
139763.351002983 0 0
139763.356079989 0 0
139763.361207843 0 0
139763.366285136 0 0
139763.371359742 0 0
139763.376437483 0 0
139763.381512409 0 0
139763.386587846 0 0
139763.391662547 0 0
139763.396756737 0 0
139763.401841551 0 0
139763.406918844 0 0
139763.411994346 0 0
139763.417099735 0 0
139763.422193189 0 0
139763.427271922 0 0
139763.432369760 0 0
139763.437446349 0 0
139763.442532859 0 0
139763.447620296 0 0
139763.452706422 0 0
139763.457789987 0 0
139763.462872849 0 0
139763.467955070 0 0
139763.473039180 0 0
139763.478115225 0 0
139763.483214503 0 0
139763.488299764 0 0
139763.493383138 0 0
139763.498467727 0 0
139763.503547389 0 0
139763.508632010 0 0
139763.513713944 0 0
139763.518792773 0 0
139763.523866963 0 0
139763.528946848 0 0
139763.534021422 0 0
139763.539096123 0 0
139763.544175177 0 0
139763.549256502 0 0
139763.554389828 0 0
139763.559471314 0 0
139763.564557055 0 0
139763.569632813 0 0
139763.574707450 0 0
139763.579783464 0 0
139763.584858389 0 0
139763.589933219 0 0
139763.595008112 0 0
139763.600093086 0 0
139763.605175179 0 0
139763.610283321 0 0
139763.615365702 0 0
139763.620455252 0 0
139763.625542785 0 0
139763.630625999 0 0
139763.635704796 0 0
139763.640788362 0 0
139763.645871255 0 0
139763.650951141 0 0
139763.656033426 0 0
139763.661117888 0 0
139763.666197101 0 0
139763.671277851 0 0
139763.676363752 0 0
139763.681444694 0 0
139763.686524419 0 0
139763.691603761 0 0
139763.696681022 0 0
139763.701761196 0 0
139763.706837849 0 0
139763.711923719 0 0
139763.717015413 0 0
139763.722095842 0 0
139763.727175568 0 0
139763.732257341 0 0
139763.737335819 0 0
139763.742410328 0 0
139763.747486118 0 0
139763.752624627 0 0
139763.757702721 0 0
139763.762783438 0 0
139763.767862172 0 0
139763.772957353 0 0
139763.778037591 0 0
139763.783111684 0 0
139763.788187954 0 0
139763.793265151 0 0
139763.798341293 0 0
139763.803418138 0 0
139763.808491624 0 0
139763.813565557 0 0
139763.818649379 0 0
139763.823730160 0 0
139763.828818814 0 0
139763.833957004 0 0
139763.839039897 0 0
139763.844157639 0 0
139763.849264948 0 0
139763.854347746 0 0
139763.859435023 0 0
139763.864517085 0 0
139763.869597610 0 0
139763.874679000 0 0
139763.879757605 0 0
139763.884846291 0 0
139763.889928832 0 0
139763.895008622 0 0
139763.900090811 0 0
139763.905175145 0 0
139763.910310103 0 0
139763.915395620 0 0
139763.920475090 0 0
139763.925555487 0 0
139763.930634093 0 0
139763.935712666 0 0
139763.940789608 0 0
139763.945868341 0 0
139763.950948163 0 0
139763.956030960 0 0
139763.961111806 0 0
139763.966188683 0 0
139763.971263961 0 0
139763.976343174 0 0
139763.981420212 0 0
139763.986509505 0 0
139763.991593839 0 0
139763.996673724 0 0
139764.1754154 0 0
139764.6832919 0 0
139764.11930117 0 0
139764.17016690 0 0
139764.22093472 0 0
139764.27168493 0 0
139764.32242907 0 0
139764.37327208 0 0
139764.42412438 0 0
139764.47493923 0 0
139764.52577521 0 0
139764.57663966 0 0
139764.62742860 0 0
139764.67823417 0 0
139764.72909671 0 0
139764.77989812 0 0
139764.83072290 0 0
139764.88153807 0 0
139764.93243069 0 0
139764.98325803 0 0
139764.103402392 0 0
139764.108482278 0 0
139764.113566483 0 0
139764.118644961 0 0
139764.123722958 0 0
139764.128803452 0 0
139764.133886569 0 0
139764.138965111 0 0
139764.144049188 0 0
139764.149129938 0 0
139764.154208639 0 0
139764.159286573 0 0
139764.164366170 0 0
139764.169460008 0 0
139764.174543701 0 0
139764.179623715 0 0
139764.184760560 0 0
139764.189837726 0 0
139764.194914123 0 0
139764.199989177 0 0
139764.205063078 0 0
139764.210138900 0 0
139764.215214561 0 0
139764.220296687 0 0
139764.225371132 0 0
139764.230445962 0 0
139764.235518807 0 0
139764.240597957 0 0
139764.245678834 0 0
139764.250759168 0 0
139764.255837069 0 0
139764.260925083 0 0
139764.266010056 0 0
139764.271093782 0 0
139764.276184803 0 0
139764.281269233 0 0
139764.286351742 0 0
139764.291434124 0 0
139764.296557946 0 0
139764.301652647 0 0
139764.306735893 0 0
139764.311805826 0 0
139764.316889456 0 0
139764.321977213 0 0
139764.327059499 0 0
139764.332146360 0 0
139764.337227686 0 0
139764.342309363 0 0
139764.347387265 0 0
139764.352469774 0 0
139764.357550492 0 0
139764.362632457 0 0
139764.367711479 0 0
139764.372793252 0 0
139764.377876146 0 0
139764.382957855 0 0
139764.388045837 0 0
139764.393132058 0 0
139764.398212360 0 0
139764.403292149 0 0
139764.408374179 0 0
139764.413453040 0 0
139764.418577662 0 0
139764.423667372 0 0
139764.428747801 0 0
139764.433823783 0 0
139764.438900372 0 0
139764.443976450 0 0
139764.449054415 0 0
139764.454130173 0 0
139764.459200362 0 0
139764.464273048 0 0
139764.469343717 0 0
139764.474413427 0 0
139764.479484224 0 0
139764.484531309 0 0
139764.489610843 0 0
139764.494695784 0 0
139764.499790710 0 0
139764.504878628 0 0
139764.509965105 0 0
139764.515098623 0 0
139764.520187116 0 0
139764.525271482 0 0
139764.530355271 0 0
139764.535435989 0 0
139764.540519266 0 0
139764.545603152 0 0
139764.550685149 0 0
139764.555765195 0 0
139764.560846424 0 0
139764.565930598 0 0
139764.571012147 0 0
139764.576099201 0 0
139764.581182927 0 0
139764.586264604 0 0
139764.591343978 0 0
139764.596425911 0 0
139764.601501893 0 0
139764.606578194 0 0
139764.611654752 0 0
139764.616734061 0 0
139764.621809691 0 0
139764.626889960 0 0
139764.631973366 0 0
139764.637054851 0 0
139764.642134993 0 0
139764.647216670 0 0
139764.652373228 0 0
139764.657453177 0 0
139764.662530471 0 0
139764.667607636 0 0
139764.672690818 0 0
139764.677769103 0 0
139764.682845245 0 0
139764.687925930 0 0
139764.693002264 0 0
139764.698078437 0 0
139764.703154611 0 0
139764.708230816 0 0
139764.713318702 0 0
139764.718400667 0 0
139764.723484137 0 0
139764.728576055 0 0
139764.733663012 0 0
139764.738758834 0 0
139764.743841567 0 0
139764.749493614 0 0
139764.754636604 0 0
139764.759723689 0 0
139764.764809751 0 0
139764.769894244 0 0
139764.775027410 0 0
139764.780111616 0 0
139764.785199437 0 0
139764.790281787 0 0
139764.795363048 0 0
139764.800447862 0 0
139764.805536451 0 0
139764.810619249 0 0
139764.815748510 0 0
139764.820828236 0 0
139764.825998170 0 0
139764.831141735 0 0
139764.836260981 0 0
139764.841340450 0 0
139764.846421840 0 0
139764.851493885 0 0
139764.856574027 0 0
139764.861655865 0 0
139764.866730566 0 0
139764.871805780 0 0
139764.876887617 0 0
139764.881968687 0 0
139764.887050204 0 0
139764.892133194 0 0
139764.897226743 0 0
139764.902307749 0 0
139764.907382738 0 0
139764.912464192 0 0
139764.917538541 0 0
139764.922613627 0 0
139764.927688648 0 0
139764.932763670 0 0
139764.937865731 0 0
139764.942967665 0 0
139764.948056286 0 0
139764.953140076 0 0
139764.958211097 0 0
139764.963296295 0 0
139764.968382452 0 0
139764.973466242 0 0
139764.978556239 0 0
139764.983641757 0 0
139764.988724778 0 0
139764.993810136 0 0
139764.998892838 0 0
139765.3972979 0 0
139765.9059713 0 0
139765.14145102 0 0
139765.19227356 0 0
139765.24317097 0 0
139765.29402327 0 0
139765.34484996 0 0
139765.39565682 0 0
139765.44651615 0 0
139765.49738733 0 0
139765.54820762 0 0
139765.59976712 0 0
139765.65063158 0 0
139765.70151235 0 0
139765.75229457 0 0
139765.80313022 0 0
139765.85392940 0 0
139765.90469081 0 0
139765.95546855 0 0
139765.100625940 0 0
139765.105702178 0 0
139765.110778863 0 0
139765.115855165 0 0
139765.120934410 0 0
139765.126015480 0 0
139765.131095045 0 0
139765.136182643 0 0
139765.141258784 0 0
139765.146408750 0 0
139765.151487707 0 0
139765.156564521 0 0
139765.161640470 0 0
139765.166716004 0 0
139765.171797553 0 0
139765.176916031 0 0
139765.182003213 0 0
139765.187085114 0 0
139765.192178280 0 0
139765.197262357 0 0
139765.202344995 0 0
139765.207429296 0 0
139765.212513534 0 0
139765.217596971 0 0
139765.222678713 0 0
139765.227765670 0 0
139765.232849940 0 0
139765.237931553 0 0
139765.243011919 0 0
139765.248095324 0 0
139765.253176234 0 0
139765.258260343 0 0
139765.263340805 0 0
139765.268423122 0 0
139765.273507584 0 0
139765.278592973 0 0
139765.283673499 0 0
139765.288755656 0 0
139765.293859830 0 0
139765.298941796 0 0
139765.304043761 0 0
139765.309133311 0 0
139765.314211884 0 0
139765.319290202 0 0
139765.324387335 0 0
139765.329469845 0 0
139765.334546178 0 0
139765.339623984 0 0
139765.344702749 0 0
139765.349776299 0 0
139765.354851960 0 0
139765.359930278 0 0
139765.365005043 0 0
139765.370135713 0 0
139765.375210542 0 0
139765.380289436 0 0
139765.385366505 0 0
139765.390453783 0 0
139765.395535204 0 0
139765.400623986 0 0
139765.405707168 0 0
139765.410835565 0 0
139765.415920027 0 0
139765.421023336 0 0
139765.426111990 0 0
139765.431198499 0 0
139765.436276049 0 0
139765.441352542 0 0
139765.446433932 0 0
139765.451516281 0 0
139765.456599559 0 0
139765.461679540 0 0
139765.466782178 0 0
139765.471864272 0 0
139765.476949149 0 0
139765.482031819 0 0
139765.487107896 0 0
139765.492192870 0 0
139765.497286579 0 0
139765.502370465 0 0
139765.507445166 0 0
139765.512525660 0 0
139765.517619145 0 0
139765.522701111 0 0
139765.527783940 0 0
139765.532865714 0 0
139765.537946623 0 0
139765.543026957 0 0
139765.548110618 0 0
139765.553193064 0 0
139765.558270197 0 0
139765.563347683 0 0
139765.568429424 0 0
139765.573504542 0 0
139765.578579179 0 0
139765.583653849 0 0
139765.588727046 0 0
139765.593803700 0 0
139765.598884769 0 0
139765.604083311 0 0
139765.609176509 0 0
139765.614253866 0 0
139765.619337880 0 0
139765.624421637 0 0
139765.629507667 0 0
139765.634589696 0 0
139765.639676942 0 0
139765.644763707 0 0
139765.649848393 0 0
139765.655002359 0 0
139765.660099780 0 0
139765.665184786 0 0
139765.670269247 0 0
139765.675347853 0 0
139765.680430554 0 0
139765.685512264 0 0
139765.690591381 0 0
139765.695671267 0 0
139765.700751600 0 0
139765.705832894 0 0
139765.710915339 0 0
139765.715994169 0 0
139765.721076103 0 0
139765.726157108 0 0
139765.731233026 0 0
139765.736314639 0 0
139765.741393597 0 0
139765.746468298 0 0
139765.751542552 0 0
139765.756619237 0 0
139765.761697811 0 0
139765.766772448 0 0
139765.771846958 0 0
139765.776926011 0 0
139765.782004681 0 0
139765.787144534 0 0
139765.792228484 0 0
139765.797309137 0 0
139765.802388255 0 0
139765.807462188 0 0
139765.812536890 0 0
139765.817611239 0 0
139765.822685461 0 0
139765.827759298 0 0
139765.832834768 0 0
139765.837907997 0 0
139765.842993963 0 0
139765.848079608 0 0
139765.853164742 0 0
139765.858246515 0 0
139765.863326721 0 0
139765.868404910 0 0
139765.873491004 0 0
139765.878571465 0 0
139765.883654679 0 0
139765.888734565 0 0
139765.893816850 0 0
139765.898899200 0 0
139765.903983053 0 0
139765.909056859 0 0
139765.914128200 0 0
139765.919197974 0 0
139765.924268387 0 0
139765.929338865 0 0
139765.934418174 0 0
139765.939496108 0 0
139765.944575353 0 0
139765.949659431 0 0
139765.954737716 0 0
139765.959813826 0 0
139765.964896751 0 0
139765.969977789 0 0
139765.975051466 0 0
139765.980131320 0 0
139765.985208549 0 0
139765.990350675 0 0
139765.995424960 0 0
139766.501550 0 0
139766.5586907 0 0
139766.10674217 0 0
139766.15755862 0 0
139766.20835620 0 0
139766.25913905 0 0
139766.30991871 0 0
139766.36067085 0 0
139766.41141274 0 0
139766.46216232 0 0
139766.51289941 0 0
139766.56394819 0 0
139766.61476944 0 0
139766.66560062 0 0
139766.71638187 0 0
139766.76720249 0 0
139766.81806918 0 0
139766.86886132 0 0
139766.91965505 0 0
139766.97046735 0 0
139766.102127100 0 0
139766.107207146 0 0
139766.112287895 0 0
139766.117422245 0 0
139766.122504274 0 0
139766.127582048 0 0
139766.132663181 0 0
139766.137740411 0 0
139766.142819657 0 0
139766.147898038 0 0
139766.152977508 0 0
139766.158082225 0 0
139766.163161151 0 0
139766.168241036 0 0
139766.173327482 0 0
139766.178409895 0 0
139766.183489621 0 0
139766.188569890 0 0
139766.193649776 0 0
139766.198723485 0 0
139766.203798283 0 0
139766.208881336 0 0
139766.213954726 0 0
139766.219028947 0 0
139766.224107393 0 0
139766.229182126 0 0
139766.234255644 0 0
139766.239332073 0 0
139766.244408951 0 0
139766.249484612 0 0
139766.254558738 0 0
139766.259632991 0 0
139766.264707181 0 0
139766.269782266 0 0
139766.274866792 0 0
139766.279946901 0 0
139766.285023843 0 0
139766.290106544 0 0
139766.295188414 0 0
139766.300273131 0 0
139766.305355289 0 0
139766.310439302 0 0
139766.315519380 0 0
139766.320602273 0 0
139766.325693903 0 0
139766.330773597 0 0
139766.335851370 0 0
139766.340936376 0 0
139766.346018533 0 0
139766.351097875 0 0
139766.356177536 0 0
139766.361259470 0 0
139766.366337371 0 0
139766.371413513 0 0
139766.376495382 0 0
139766.381577252 0 0
139766.386710673 0 0
139766.391784351 0 0
139766.396868812 0 0
139766.401950042 0 0
139766.407027655 0 0
139766.412105749 0 0
139766.417185250 0 0
139766.422262000 0 0
139766.427442430 0 0
139766.432550795 0 0
139766.437629881 0 0
139766.442702118 0 0
139766.447777300 0 0
139766.452910369 0 0
139766.458021807 0 0
139766.463113277 0 0
139766.468227146 0 0
139766.473323672 0 0
139766.478411877 0 0
139766.483485939 0 0
139766.488553920 0 0
139766.493635726 0 0
139766.498719675 0 0
139766.503800585 0 0
139766.508889366 0 0
139766.513970948 0 0
139766.519052177 0 0
139766.524134271 0 0
139766.529214956 0 0
139766.534298970 0 0
139766.539378664 0 0
139766.544461141 0 0
139766.549651171 0 0
139766.554735600 0 0
139766.559816158 0 0
139766.564896555 0 0
139766.569978233 0 0
139766.575080775 0 0
139766.580156404 0 0
139766.585236674 0 0
139766.590317295 0 0
139766.595396157 0 0
139766.600474826 0 0
139766.605562616 0 0
139766.610638021 0 0
139766.615711571 0 0
139766.620788640 0 0
139766.625864942 0 0
139766.630941147 0 0
139766.636018825 0 0
139766.641093078 0 0
139766.646167748 0 0
139766.651246865 0 0
139766.656324959 0 0
139766.661398284 0 0
139766.666484314 0 0
139766.671570055 0 0
139766.676656021 0 0
139766.681737826 0 0
139766.686820016 0 0
139766.691900541 0 0
139766.696982827 0 0
139766.702058808 0 0
139766.707140934 0 0
139766.712225427 0 0
139766.717312993 0 0
139766.722453359 0 0
139766.727527708 0 0
139766.732605194 0 0
139766.737714007 0 0
139766.742803269 0 0
139766.748416372 0 0
139766.753516833 0 0
139766.758600079 0 0
139766.763773373 0 0
139766.768854954 0 0
139766.773932984 0 0
139766.779012581 0 0
139766.784091699 0 0
139766.789211776 0 0
139766.794296494 0 0
139766.799376699 0 0
139766.804456169 0 0
139766.809542038 0 0
139766.814624612 0 0
139766.819706834 0 0
139766.824868959 0 0
139766.829992109 0 0
139766.835090746 0 0
139766.840179496 0 0
139766.845266390 0 0
139766.850346595 0 0
139766.855423441 0 0
139766.860501246 0 0
139766.865577388 0 0
139766.870653305 0 0
139766.875729831 0 0
139766.880880276 0 0
139766.886025122 0 0
139766.891102255 0 0
139766.896198077 0 0
139766.901302443 0 0
139766.906410552 0 0
139766.911497382 0 0
139766.916584723 0 0
139766.921669025 0 0
139766.926752782 0 0
139766.931836508 0 0
139766.936927721 0 0
139766.942012471 0 0
139766.947113221 0 0
139766.952211794 0 0
139766.957300864 0 0
139766.962389005 0 0
139766.967472955 0 0
139766.972556744 0 0
139766.977641910 0 0
139766.982723203 0 0
139766.987799025 0 0
139766.992883742 0 0
139766.997970028 0 0
139767.3046425 0 0
139767.8129479 0 0
139767.13205076 0 0
139767.18291586 0 0
139767.23376463 0 0
139767.28461341 0 0
139767.33545163 0 0
139767.38625368 0 0
139767.43709318 0 0
139767.48801587 0 0
139767.53883457 0 0
139767.58960046 0 0
139767.64042876 0 0
139767.69119689 0 0
139767.74195479 0 0
139767.79269732 0 0
139767.84348786 0 0
139767.89422655 0 0
139767.94497069 0 0
139767.99571770 0 0
139767.104645416 0 0
139767.109726773 0 0
139767.114807619 0 0
139767.119887184 0 0
139767.124970750 0 0
139767.130054187 0 0
139767.135134713 0 0
139767.140217830 0 0
139767.145297108 0 0
139767.150376097 0 0
139767.155457647 0 0
139767.160539100 0 0
139767.165620330 0 0
139767.170702712 0 0
139767.175806821 0 0
139767.180892275 0 0
139767.185973792 0 0
139767.191055534 0 0
139767.196139579 0 0
139767.201220425 0 0
139767.206304630 0 0
139767.211383716 0 0
139767.216481137 0 0
139767.221557535 0 0
139767.226633644 0 0
139767.231710650 0 0
139767.236794375 0 0
139767.241872213 0 0
139767.246946210 0 0
139767.252043984 0 0
139767.257121757 0 0
139767.262195435 0 0
139767.267269720 0 0
139767.272346726 0 0
139767.277422516 0 0
139767.282504289 0 0
139767.287585999 0 0
139767.292665884 0 0
139767.297744842 0 0
139767.302818871 0 0
139767.307893157 0 0
139767.313046482 0 0
139767.318124256 0 0
139767.323198605 0 0
139767.328271899 0 0
139767.333354248 0 0
139767.338435350 0 0
139767.343515363 0 0
139767.348602193 0 0
139767.353690238 0 0
139767.358777932 0 0
139767.363859642 0 0
139767.368946535 0 0
139767.374032501 0 0
139767.379117794 0 0
139767.384198064 0 0
139767.389277853 0 0
139767.394355179 0 0
139767.399440344 0 0
139767.404522278 0 0
139767.409604083 0 0
139767.414685313 0 0
139767.419764142 0 0
139767.424842492 0 0
139767.429959369 0 0
139767.435062295 0 0
139767.440140741 0 0
139767.445240370 0 0
139767.450313056 0 0
139767.455385805 0 0
139767.460482939 0 0
139767.465565544 0 0
139767.470654582 0 0
139767.475739939 0 0
139767.480820721 0 0
139767.485896062 0 0
139767.490971020 0 0
139767.496049305 0 0
139767.501123975 0 0
139767.506199572 0 0
139767.511274818 0 0
139767.516357135 0 0
139767.521436253 0 0
139767.526514698 0 0
139767.531587576 0 0
139767.536662309 0 0
139767.541745107 0 0
139767.546833088 0 0
139767.551921998 0 0
139767.557004604 0 0
139767.562086697 0 0
139767.567167639 0 0
139767.572256132 0 0
139767.577340402 0 0
139767.582424255 0 0
139767.587505485 0 0
139767.592589850 0 0
139767.597670984 0 0
139767.602749749 0 0
139767.607829059 0 0
139767.612952304 0 0
139767.618035934 0 0
139767.623111019 0 0
139767.628191161 0 0
139767.633310535 0 0
139767.638385076 0 0
139767.643466082 0 0
139767.648542671 0 0
139767.653622557 0 0
139767.658700906 0 0
139767.663781784 0 0
139767.668861541 0 0
139767.673942163 0 0
139767.679020672 0 0
139767.684108014 0 0
139767.689189211 0 0
139767.694266569 0 0
139767.699341526 0 0
139767.704423076 0 0
139767.709498833 0 0
139767.714573151 0 0
139767.719652972 0 0
139767.724727354 0 0
139767.729801095 0 0
139767.734874997 0 0
139767.739949474 0 0
139767.745084368 0 0
139767.750156958 0 0
139767.755246891 0 0
139767.760337241 0 0
139767.765419878 0 0
139767.770503060 0 0
139767.775585313 0 0
139767.780666671 0 0
139767.785746908 0 0
139767.790834634 0 0
139767.795917591 0 0
139767.801000997 0 0
139767.806083634 0 0
139767.811242176 0 0
139767.816324174 0 0
139767.821407995 0 0
139767.826488585 0 0
139767.831567062 0 0
139767.836646468 0 0
139767.841732625 0 0
139767.846813695 0 0
139767.851892812 0 0
139767.856973338 0 0
139767.862052551 0 0
139767.867128629 0 0
139767.872209346 0 0
139767.877288656 0 0
139767.882365246 0 0
139767.887441003 0 0
139767.892518169 0 0
139767.897602566 0 0
139767.902683956 0 0
139767.907755041 0 0
139767.912823727 0 0
139767.917898204 0 0
139767.922966698 0 0
139767.928048087 0 0
139767.933117573 0 0
139767.938193650 0 0
139767.943261216 0 0
139767.948341869 0 0
139767.953419099 0 0
139767.958495720 0 0
139767.963570198 0 0
139767.968645955 0 0
139767.973728209 0 0
139767.978814654 0 0
139767.983896524 0 0
139767.988977785 0 0
139767.994057863 0 0
139767.999139188 0 0
139768.4223330 0 0
139768.9308335 0 0
139768.14390973 0 0
139768.19472458 0 0
139768.24553112 0 0
139768.29633254 0 0
139768.34716915 0 0
139768.39836481 0 0
139768.44915662 0 0
139768.50001788 0 0
139768.55081801 0 0
139768.60163095 0 0
139768.65247300 0 0
139768.70326834 0 0
139768.75405855 0 0
139768.80485581 0 0
139768.85567258 0 0
139768.90647304 0 0
139768.95727445 0 0
