t CPU GPU
139784.142045887 0 0
139784.147132301 0 0
139784.152221147 0 0
139784.157307176 0 0
139784.162387478 0 0
139784.167468611 0 0
139784.172542097 0 0
139784.177669151 0 0
139784.182752940 0 0
139784.187835226 0 0
139784.192919687 0 0
139784.197997749 0 0
139784.203081762 0 0
139784.208170064 0 0
139784.213255518 0 0
139784.218340683 0 0
139784.223424761 0 0
139784.228511558 0 0
139784.233591028 0 0
139784.238671746 0 0
139784.243793487 0 0
139784.248906717 0 0
139784.254038411 0 0
139784.259121016 0 0
139784.264205638 0 0
139784.269289587 0 0
139784.274373217 0 0
139784.279458511 0 0
139784.284548380 0 0
139784.289633962 0 0
139784.294723479 0 0
139784.299809061 0 0
139784.304894354 0 0
139784.309977728 0 0
139784.315065006 0 0
139784.320153627 0 0
139784.325250377 0 0
139784.330331446 0 0
139784.335416772 0 0
139784.340499250 0 0
139784.345580959 0 0
139784.350661933 0 0
139784.355742202 0 0
139784.360824040 0 0
139784.365913654 0 0
139784.370998339 0 0
139784.376114609 0 0
139784.381204574 0 0
139784.386289484 0 0
139784.391376122 0 0
139784.396464807 0 0
139784.401548213 0 0
139784.406637762 0 0
139784.411721552 0 0
139784.416808093 0 0
139784.421890699 0 0
139784.426971833 0 0
139784.432055526 0 0
139784.437137172 0 0
139784.442273250 0 0
139784.447358095 0 0
139784.452447645 0 0
139784.457532906 0 0
139784.462617304 0 0
139784.467701829 0 0
139784.472784691 0 0
139784.477864961 0 0
139784.482950222 0 0
139784.488062172 0 0
139784.493148905 0 0
139784.498235191 0 0
139784.503325669 0 0
139784.508414098 0 0
139784.513497376 0 0
139784.518582541 0 0
139784.523664283 0 0
139784.528747753 0 0
139784.533837686 0 0
139784.538923396 0 0
139784.544012689 0 0
139784.549099263 0 0
139784.554185965 0 0
139784.559267802 0 0
139784.564354792 0 0
139784.569438773 0 0
139784.574520483 0 0
139784.579601233 0 0
139784.584686238 0 0
139784.589767596 0 0
139784.594849113 0 0
139784.599930663 0 0
139784.605013844 0 0
139784.610095234 0 0
139784.615181424 0 0
139784.620269981 0 0
139784.625357963 0 0
139784.630444088 0 0
139784.635529350 0 0
139784.640619060 0 0
139784.645705601 0 0
139784.650819343 0 0
139784.655903516 0 0
139784.660987594 0 0
139784.666070200 0 0
139784.671153157 0 0
139784.676238067 0 0
139784.681322432 0 0
139784.686401934 0 0
139784.691481788 0 0
139784.696573545 0 0
139784.701660119 0 0
139784.706744836 0 0
139784.711832370 0 0
139784.716918528 0 0
139784.722038509 0 0
139784.727128027 0 0
139784.732638090 0 0
139784.737738647 0 0
139784.742823301 0 0
139784.747906578 0 0
139784.752997120 0 0
139784.758079086 0 0
139784.763161531 0 0
139784.768249161 0 0
139784.773330742 0 0
139784.778451748 0 0
139784.783534738 0 0
139784.788624959 0 0
139784.793712365 0 0
139784.798799514 0 0
139784.803884680 0 0
139784.808971958 0 0
139784.814053699 0 0
139784.819137169 0 0
139784.824391647 0 0
139784.829561165 0 0
139784.834711610 0 0
139784.839798696 0 0
139784.844886678 0 0
139784.849970563 0 0
139784.855053521 0 0
139784.860144766 0 0
139784.865232332 0 0
139784.870320089 0 0
139784.875406695 0 0
139784.880502837 0 0
139784.885591106 0 0
139784.890679984 0 0
139784.895764253 0 0
139784.900850315 0 0
139784.905984697 0 0
139784.911111718 0 0
139784.916208180 0 0
139784.921293218 0 0
139784.926378799 0 0
139784.931465661 0 0
139784.936552554 0 0
139784.941633496 0 0
139784.946723398 0 0
139784.951809299 0 0
139784.956924577 0 0
139784.962039567 0 0
139784.967126396 0 0
139784.972210602 0 0
139784.977290391 0 0
139784.982375397 0 0
139784.987465075 0 0
139784.992551520 0 0
139784.997638798 0 0
139785.2727419 0 0
139785.7822473 0 0
139785.12912151 0 0
139785.18004580 0 0
139785.23085394 0 0
139785.28172063 0 0
139785.33253645 0 0
139785.38342331 0 0
139785.43429768 0 0
139785.48517654 0 0
139785.53605347 0 0
139785.58687761 0 0
139785.63772254 0 0
139785.68852684 0 0
139785.73939514 0 0
139785.79023655 0 0
139785.84108469 0 0
139785.89189986 0 0
139785.94271568 0 0
139785.99355518 0 0
139785.104441387 0 0
139785.109527641 0 0
139785.114616646 0 0
139785.119796020 0 0
139785.124881090 0 0
139785.129967695 0 0
139785.135065245 0 0
139785.140153515 0 0
139785.145241176 0 0
139785.150322662 0 0
139785.155410003 0 0
139785.160497121 0 0
139785.165579951 0 0
139785.170662076 0 0
139785.175743050 0 0
139785.180823767 0 0
139785.185912581 0 0
139785.191005011 0 0
139785.196083936 0 0
139785.201210958 0 0
139785.206297979 0 0
139785.211382729 0 0
139785.216470935 0 0
139785.221557028 0 0
139785.226637554 0 0
139785.231720095 0 0
139785.236803501 0 0
139785.241889243 0 0
139785.246969704 0 0
139785.252052534 0 0
139785.257134051 0 0
139785.262215153 0 0
139785.267294686 0 0
139785.272384684 0 0
139785.277472634 0 0
139785.282557767 0 0
139785.287638517 0 0
139785.292727810 0 0
139785.297815536 0 0
139785.302900862 0 0
139785.307983435 0 0
139785.313067929 0 0
139785.318151974 0 0
139785.323237460 0 0
139785.328357026 0 0
139785.333467983 0 0
139785.338553885 0 0
139785.343635818 0 0
139785.348716888 0 0
139785.353807078 0 0
139785.358896563 0 0
139785.363982689 0 0
139785.369069134 0 0
139785.374155452 0 0
139785.379239210 0 0
139785.384324407 0 0
139785.389407589 0 0
139785.394490546 0 0
139785.399572288 0 0
139785.404659886 0 0
139785.409743163 0 0
139785.414825641 0 0
139785.419905878 0 0
139785.424987428 0 0
139785.430069329 0 0
139785.435157023 0 0
139785.440244589 0 0
139785.445333114 0 0
139785.450453832 0 0
139785.455539189 0 0
139785.460627299 0 0
139785.465714385 0 0
139785.470798366 0 0
139785.475881036 0 0
139785.480965337 0 0
139785.486056583 0 0
139785.491137461 0 0
139785.496223138 0 0
139785.501314704 0 0
139785.506407837 0 0
139785.511498219 0 0
139785.516641593 0 0
139785.521729158 0 0
139785.526815540 0 0
139785.531901730 0 0
139785.536986639 0 0
139785.542071293 0 0
139785.547157290 0 0
139785.552239800 0 0
139785.557323526 0 0
139785.562406835 0 0
139785.567489729 0 0
139785.572571790 0 0
139785.577653020 0 0
139785.582735465 0 0
139785.587816663 0 0
139785.592896613 0 0
139785.598002418 0 0
139785.603088192 0 0
139785.608179693 0 0
139785.613266331 0 0
139785.618353193 0 0
139785.623437942 0 0
139785.628523076 0 0
139785.633609329 0 0
139785.638736927 0 0
139785.643829581 0 0
139785.648916378 0 0
139785.654006632 0 0
139785.659088822 0 0
139785.664176003 0 0
139785.669266385 0 0
139785.674359390 0 0
139785.679444300 0 0
139785.684531034 0 0
139785.689618343 0 0
139785.694697109 0 0
139785.699776162 0 0
139785.704854480 0 0
139785.709928829 0 0
139785.715005035 0 0
139785.720084089 0 0
139785.725254022 0 0
139785.730351796 0 0
139785.735443618 0 0
139785.740542319 0 0
139785.745633149 0 0
139785.750720875 0 0
139785.755807000 0 0
139785.760894214 0 0
139785.765980627 0 0
139785.771063745 0 0
139785.776140878 0 0
139785.781222972 0 0
139785.786303690 0 0
139785.791380087 0 0
139785.796458405 0 0
139785.801535602 0 0
139785.806611744 0 0
139785.811875374 0 0
139785.816996924 0 0
139785.822084457 0 0
139785.827174679 0 0
139785.832261476 0 0
139785.837341458 0 0
139785.842421728 0 0
139785.847496685 0 0
139785.852581019 0 0
139785.857662344 0 0
139785.862736790 0 0
139785.867812676 0 0
139785.872894001 0 0
139785.877970079 0 0
139785.883043948 0 0
139785.888122298 0 0
139785.893196167 0 0
139785.898270005 0 0
139785.903329282 0 0
139785.908438864 0 0
139785.913571198 0 0
139785.918674283 0 0
139785.923749017 0 0
139785.928820455 0 0
139785.933896020 0 0
139785.938980066 0 0
139785.944069423 0 0
139785.949155133 0 0
139785.954237419 0 0
139785.959321208 0 0
139785.964404774 0 0
139785.969491443 0 0
139785.974576641 0 0
139785.979660527 0 0
139785.984741436 0 0
139785.989822218 0 0
139785.994926999 0 0
139786.13317 0 0
139786.5097011 0 0
139786.10183872 0 0
139786.15266478 0 0
139786.20347515 0 0
139786.25425673 0 0
139786.30506326 0 0
139786.35581892 0 0
139786.40662418 0 0
139786.45741887 0 0
139786.50816717 0 0
139786.55893338 0 0
139786.60975464 0 0
139786.66049621 0 0
139786.71125219 0 0
139786.76203601 0 0
139786.81294558 0 0
139786.86476940 0 0
139786.91567130 0 0
139786.96655591 0 0
139786.101743317 0 0
139786.106829922 0 0
139786.111911760 0 0
139786.116997406 0 0
139786.122086827 0 0
139786.127177753 0 0
139786.132267974 0 0
139786.137380276 0 0
139786.142466754 0 0
139786.147550543 0 0
139786.152629309 0 0
139786.157706090 0 0
139786.162783032 0 0
139786.167859558 0 0
139786.172938739 0 0
139786.178027393 0 0
139786.183114990 0 0
139786.188204380 0 0
139786.193291818 0 0
139786.198379639 0 0
139786.203468453 0 0
139786.208546450 0 0
139786.213629312 0 0
139786.218705230 0 0
139786.223783035 0 0
139786.228863785 0 0
139786.233947766 0 0
139786.239029060 0 0
139786.244108593 0 0
139786.249187039 0 0
139786.254264621 0 0
139786.259665947 0 0
139786.264758953 0 0
139786.269848918 0 0
139786.274935844 0 0
139786.280025649 0 0
139786.285111551 0 0
139786.290193933 0 0
139786.295273242 0 0
139786.300351528 0 0
139786.305446965 0 0
139786.310523427 0 0
139786.315598929 0 0
139786.320677310 0 0
139786.325752300 0 0
139786.330830361 0 0
139786.335905031 0 0
139786.340979572 0 0
139786.346046594 0 0
139786.351129072 0 0
139786.356219645 0 0
139786.361308715 0 0
139786.366393368 0 0
139786.371480806 0 0
139786.376570740 0 0
139786.381659137 0 0
139786.386754703 0 0
139786.391842236 0 0
139786.396927274 0 0
139786.402011416 0 0
139786.407095365 0 0
139786.412182995 0 0
139786.417268320 0 0
139786.422351246 0 0
139786.427432443 0 0
139786.432512713 0 0
139786.437605303 0 0
139786.442694756 0 0
139786.447777714 0 0
139786.452858335 0 0
139786.457938349 0 0
139786.463021051 0 0
139786.468100232 0 0
139786.473230870 0 0
139786.478313379 0 0
139786.483388081 0 0
139786.488468831 0 0
139786.493552844 0 0
139786.498629690 0 0
139786.503709703 0 0
139786.508823797 0 0
139786.513900419 0 0
139786.518984880 0 0
139786.524082110 0 0
139786.529177931 0 0
139786.534267449 0 0
139786.539354887 0 0
139786.544441652 0 0
139786.549528130 0 0
139786.554617263 0 0
139786.559702493 0 0
139786.564789611 0 0
139786.569877400 0 0
139786.574961062 0 0
139786.580050036 0 0
139786.585140193 0 0
139786.590225327 0 0
139786.595305180 0 0
139786.600384106 0 0
139786.605458135 0 0
139786.610499333 0 0
139786.615583955 0 0
139786.620668224 0 0
139786.625749454 0 0
139786.630826779 0 0
139786.635902473 0 0
139786.640982358 0 0
139786.646064580 0 0
139786.651141266 0 0
139786.656218751 0 0
139786.661299885 0 0
139786.666375034 0 0
139786.671450312 0 0
139786.676533141 0 0
139786.681608579 0 0
139786.686683377 0 0
139786.691789534 0 0
139786.696876140 0 0
139786.702056922 0 0
139786.707147495 0 0
139786.712238261 0 0
139786.717328067 0 0
139786.722455440 0 0
139786.727599998 0 0
139786.733328365 0 0
139786.738436219 0 0
139786.743519881 0 0
139786.748604438 0 0
139786.753696132 0 0
139786.758778417 0 0
139786.763856927 0 0
139786.768940333 0 0
139786.774018202 0 0
139786.779093896 0 0
139786.784182261 0 0
139786.789275811 0 0
139786.794367409 0 0
139786.799460830 0 0
139786.804552012 0 0
139786.809687289 0 0
139786.814781127 0 0
139786.819878389 0 0
139786.824966658 0 0
139786.830058160 0 0
139786.835152254 0 0
139786.840240779 0 0
139786.845321497 0 0
139786.850395750 0 0
139786.855472148 0 0
139786.860554082 0 0
139786.865631887 0 0
139786.870712349 0 0
139786.875788586 0 0
139786.880863832 0 0
139786.885945157 0 0
139786.891021395 0 0
139786.896100449 0 0
139786.901179790 0 0
139786.906255804 0 0
139786.911388553 0 0
139786.916490935 0 0
139786.921585541 0 0
139786.926667090 0 0
139786.931752192 0 0
139786.936836813 0 0
139786.941918171 0 0
139786.946996073 0 0
139786.952073654 0 0
139786.957167396 0 0
139786.962263569 0 0
139786.967336383 0 0
139786.972417197 0 0
139786.977520794 0 0
139786.982595624 0 0
139786.987671189 0 0
139786.992754883 0 0
139786.997831537 0 0
139787.2908222 0 0
139787.7987404 0 0
139787.13213146 0 0
139787.18292327 0 0
139787.23367957 0 0
139787.28442530 0 0
139787.33516976 0 0
139787.38632382 0 0
139787.43709451 0 0
139787.48791417 0 0
139787.53869766 0 0
139787.58944564 0 0
139787.64022434 0 0
139787.69100271 0 0
139787.74228509 0 0
139787.79316970 0 0
139787.84401240 0 0
139787.89482598 0 0
139787.94559219 0 0
139787.99635425 0 0
139787.104712974 0 0
139787.109838716 0 0
139787.114913482 0 0
139787.119996599 0 0
139787.125156933 0 0
139787.130234707 0 0
139787.135311872 0 0
139787.140391342 0 0
139787.145470811 0 0
139787.150548009 0 0
139787.155624502 0 0
139787.160708996 0 0
139787.165785106 0 0
139787.170860543 0 0
139787.175936333 0 0
139787.181012602 0 0
139787.186090152 0 0
139787.191165909 0 0
139787.196244483 0 0
139787.201321905 0 0
139787.206398366 0 0
139787.211573708 0 0
139787.216754010 0 0
139787.221834823 0 0
139787.226916245 0 0
139787.231997187 0 0
139787.237152080 0 0
139787.242234014 0 0
139787.247311980 0 0
139787.252390777 0 0
139787.257471463 0 0
139787.262547636 0 0
139787.267621922 0 0
139787.272698735 0 0
139787.277772733 0 0
139787.282846731 0 0
139787.287933240 0 0
139787.293043590 0 0
139787.298124083 0 0
139787.303203841 0 0
139787.308323727 0 0
139787.313402460 0 0
139787.318482762 0 0
139787.323577432 0 0
139787.328663301 0 0
139787.333743827 0 0
139787.338822880 0 0
139787.343898830 0 0
139787.348977051 0 0
139787.354053481 0 0
139787.359129303 0 0
139787.364208612 0 0
139787.369280562 0 0
139787.374358399 0 0
139787.379437229 0 0
139787.384518170 0 0
139787.389596808 0 0
139787.394677526 0 0
139787.399755843 0 0
139787.404835569 0 0
139787.409913598 0 0
139787.414990028 0 0
139787.420069178 0 0
139787.425148359 0 0
139787.430225493 0 0
139787.435306946 0 0
139787.440388656 0 0
139787.445467805 0 0
139787.450543691 0 0
139787.455619353 0 0
139787.460702022 0 0
139787.465777844 0 0
139787.470853249 0 0
139787.476068079 0 0
139787.481148253 0 0
139787.486282955 0 0
139787.491390648 0 0
139787.496466310 0 0
139787.501551507 0 0
139787.506674113 0 0
139787.511768239 0 0
139787.516850876 0 0
139787.521937514 0 0
139787.527015160 0 0
139787.532097317 0 0
139787.537180083 0 0
139787.542262176 0 0
139787.547340846 0 0
139787.552420443 0 0
139787.557498377 0 0
139787.562573623 0 0
139787.567648932 0 0
139787.572722962 0 0
139787.577782207 0 0
139787.582858765 0 0
139787.587935226 0 0
139787.593020264 0 0
139787.598095382 0 0
139787.603228803 0 0
139787.608306897 0 0
139787.613382622 0 0
139787.618461676 0 0
139787.623537722 0 0
139787.628614279 0 0
139787.633691445 0 0
139787.638767938 0 0
139787.643843216 0 0
139787.648918590 0 0
139787.653995947 0 0
139787.659075993 0 0
139787.664190214 0 0
139787.669272916 0 0
139787.674384706 0 0
139787.679463535 0 0
139787.684541149 0 0
139787.689618858 0 0
139787.694697400 0 0
139787.699776902 0 0
139787.704859891 0 0
139787.709940385 0 0
139787.715016270 0 0
139787.720094204 0 0
139787.725190569 0 0
139787.730297687 0 0
139787.735382629 0 0
139787.740464466 0 0
139787.745541056 0 0
139787.750670926 0 0
139787.755747003 0 0
139787.760821481 0 0
139787.765904086 0 0
139787.770988292 0 0
139787.776065042 0 0
139787.781141919 0 0
139787.786218925 0 0
139787.791295578 0 0
139787.796372008 0 0
139787.801449397 0 0
139787.806524771 0 0
139787.811598833 0 0
139787.816674110 0 0
139787.821749964 0 0
139787.826834425 0 0
139787.831912871 0 0
139787.837013237 0 0
139787.842088130 0 0
139787.847162160 0 0
139787.852237757 0 0
139787.857315819 0 0
139787.862399480 0 0
139787.867473990 0 0
139787.872548500 0 0
139787.877623841 0 0
139787.882701839 0 0
139787.887774716 0 0
139787.892852682 0 0
139787.897930263 0 0
139787.903004261 0 0
139787.908092563 0 0
139787.913206400 0 0
139787.918320334 0 0
139787.923423260 0 0
139787.928508521 0 0
139787.933596247 0 0
139787.938708389 0 0
139787.943790578 0 0
139787.948876928 0 0
139787.953965229 0 0
139787.959061499 0 0
139787.964156969 0 0
139787.969242230 0 0
139787.974329188 0 0
139787.979415249 0 0
139787.984498271 0 0
139787.989574541 0 0
139787.994650330 0 0
139787.999726280 0 0
139788.4802741 0 0
139788.9945091 0 0
139788.15025329 0 0
139788.20104606 0 0
139788.25183500 0 0
139788.30257881 0 0
139788.35333127 0 0
139788.40412085 0 0
139788.45498786 0 0
139788.50604720 0 0
139788.55678461 0 0
139788.60753963 0 0
139788.65828600 0 0
139788.70904230 0 0
139788.76058004 0 0
139788.81142945 0 0
139788.86219055 0 0
139788.91294461 0 0
139788.96372810 0 0
139788.101436408 0 0
139788.106510885 0 0
139788.111597843 0 0
139788.116676512 0 0
139788.121756654 0 0
139788.126837468 0 0
139788.131915561 0 0
139788.136995703 0 0
139788.142073860 0 0
139788.147157106 0 0
139788.152239712 0 0
139788.157320685 0 0
139788.162398363 0 0
139788.167475016 0 0
139788.172551766 0 0
139788.177635876 0 0
139788.182714033 0 0
139788.187790431 0 0
139788.192867596 0 0
139788.197943866 0 0
139788.203019207 0 0
139788.208097269 0 0
139788.213178851 0 0
139788.218261328 0 0
139788.223337950 0 0
139788.228418923 0 0
139788.233500761 0 0
139788.238577511 0 0
139788.243682740 0 0
139788.248781442 0 0
139788.253873743 0 0
139788.258956573 0 0
139788.264039851 0 0
139788.269125592 0 0
139788.274201830 0 0
139788.279279027 0 0
139788.284359041 0 0
139788.289447471 0 0
139788.294544924 0 0
139788.299623754 0 0
139788.304705783 0 0
139788.309782885 0 0
139788.314903347 0 0
139788.319982528 0 0
139788.325059438 0 0
139788.330136283 0 0
139788.335212393 0 0
139788.340288119 0 0
139788.345365092 0 0
139788.350440850 0 0
139788.355516799 0 0
139788.360594925 0 0
139788.365670810 0 0
139788.370746472 0 0
139788.375822134 0 0
139788.380898883 0 0
139788.385975089 0 0
139788.391054014 0 0
139788.396141292 0 0
139788.401226073 0 0
139788.406307463 0 0
139788.411382901 0 0
139788.416460418 0 0
139788.421538256 0 0
139788.426614813 0 0
139788.431689771 0 0
139788.436770649 0 0
139788.441845894 0 0
139788.446919764 0 0
139788.451994017 0 0
139788.457068527 0 0
139788.462145020 0 0
139788.467218410 0 0
139788.472295064 0 0
139788.477372261 0 0
139788.482453555 0 0
139788.487531616 0 0
139788.492615214 0 0
139788.497692860 0 0
139788.502769513 0 0
139788.507857559 0 0
139788.512949284 0 0
139788.518030322 0 0
139788.523106719 0 0
139788.528191533 0 0
139788.533277755 0 0
139788.538355752 0 0
139788.543440470 0 0
139788.548524035 0 0
139788.553609425 0 0
139788.558689215 0 0
139788.563770732 0 0
139788.568847290 0 0
139788.573920423 0 0
139788.579007253 0 0
139788.584087459 0 0
139788.589168016 0 0
139788.594256126 0 0
139788.599335851 0 0
139788.604418809 0 0
139788.609504551 0 0
139788.614627636 0 0
139788.619705634 0 0
139788.624785391 0 0
139788.629861821 0 0
139788.634937515 0 0
139788.640024344 0 0
139788.645100646 0 0
139788.650176243 0 0
139788.655254369 0 0
139788.660339823 0 0
139788.665424956 0 0
139788.670503722 0 0
139788.675586967 0 0
139788.680666245 0 0
139788.685746163 0 0
139788.690824512 0 0
139788.695900462 0 0
139788.700978235 0 0
139788.706054025 0 0
139788.711129718 0 0
139788.716210468 0 0
139788.721288498 0 0
139788.726873313 0 0
139788.731956750 0 0
139788.737036444 0 0
139788.742202986 0 0
139788.747282199 0 0
139788.752396869 0 0
139788.757477810 0 0
139788.762553632 0 0
139788.767630926 0 0
139788.772716315 0 0
139788.777792105 0 0
139788.782876470 0 0
139788.787952100 0 0
139788.793027634 0 0
139788.798101279 0 0
139788.803191341 0 0
139788.808283802 0 0
139788.813354024 0 0
139788.818424405 0 0
139788.823501475 0 0
139788.828575409 0 0
139788.833652286 0 0
139788.838733420 0 0
139788.843817369 0 0
139788.848896999 0 0
139788.853979349 0 0
139788.859064610 0 0
139788.864144016 0 0
139788.869232093 0 0
139788.874314603 0 0
139788.879392281 0 0
139788.884475398 0 0
139788.889558260 0 0
139788.894638177 0 0
139788.899714191 0 0
139788.904791772 0 0
139788.909917578 0 0
139788.915023960 0 0
139788.920121189 0 0
139788.925203571 0 0
139788.930283841 0 0
139788.935360654 0 0
139788.940441180 0 0
139788.945518153 0 0
139788.950597847 0 0
139788.955682373 0 0
139788.960765362 0 0
139788.965846144 0 0
139788.970925229 0 0
139788.976057339 0 0
139788.981140073 0 0
139788.986232694 0 0
139788.991314308 0 0
139788.996398514 0 0
139789.1474111 0 0
139789.6549901 0 0
139789.11624570 0 0
139789.16706216 0 0
139789.21781653 0 0
139789.26857347 0 0
139789.31930929 0 0
139789.37004670 0 0
139789.42078668 0 0
139789.47153369 0 0
139789.52255655 0 0
139789.57404757 0 0
139789.62487010 0 0
139789.67565904 0 0
139789.72644797 0 0
139789.77725771 0 0
139789.82807577 0 0
139789.87882502 0 0
139789.92958260 0 0
139789.98036769 0 0
139789.103112367 0 0
139789.108192125 0 0
139789.113275018 0 0
139789.118349624 0 0
139789.123424933 0 0
139789.128501491 0 0
139789.133576577 0 0
139789.138690030 0 0
139789.143764988 0 0
139789.148842889 0 0
139789.153919959 0 0
139789.158995717 0 0
139789.164077042 0 0
139789.169151296 0 0
139789.174229965 0 0
139789.179305819 0 0
139789.184385384 0 0
139789.189465238 0 0
139789.194540964 0 0
139789.199617169 0 0
139789.204739263 0 0
139789.209816140 0 0
139789.214891290 0 0
139789.219967400 0 0
139789.225041685 0 0
139789.230116739 0 0
139789.235200976 0 0
139789.240281598 0 0
139789.245360492 0 0
139789.250436825 0 0
139789.255514087 0 0
139789.260588532 0 0
139789.265664066 0 0
139789.270738895 0 0
139789.275823997 0 0
139789.280906187 0 0
139789.285985080 0 0
139789.291059942 0 0
139789.296136403 0 0
139789.301212033 0 0
139789.306286959 0 0
139789.311360828 0 0
139789.316435274 0 0
139789.321521783 0 0
139789.326599813 0 0
139789.331676914 0 0
139789.336759072 0 0
139789.341836558 0 0
139789.346916059 0 0
139789.351992937 0 0
139789.357202071 0 0
139789.362280132 0 0
139789.367355122 0 0
139789.372485600 0 0
139789.377565613 0 0
139789.382639899 0 0
139789.387716936 0 0
139789.392790966 0 0
139789.397865475 0 0
139789.402903569 0 0
139789.407981791 0 0
139789.413061644 0 0
139789.418138042 0 0
139789.423214279 0 0
139789.428291029 0 0
139789.433371234 0 0
139789.438446544 0 0
139789.443522046 0 0
139789.448603499 0 0
139789.453681177 0 0
139789.458756422 0 0
139789.463834036 0 0
139789.468909058 0 0
139789.473983631 0 0
139789.479059453 0 0
139789.484138474 0 0
139789.489212280 0 0
139789.494297797 0 0
139789.499374259 0 0
139789.504456257 0 0
139789.509551790 0 0
139789.514639548 0 0
139789.519715497 0 0
139789.524799159 0 0
139789.529876549 0 0
139789.534950162 0 0
139789.540028160 0 0
139789.545104653 0 0
139789.550177019 0 0
139789.555308105 0 0
139789.560391670 0 0
139789.565464612 0 0
139789.570542033 0 0
139789.575630495 0 0
139789.580705133 0 0
139789.585782778 0 0
139789.590863688 0 0
139789.595940341 0 0
139789.601021731 0 0
139789.606105329 0 0
139789.611180638 0 0
139789.616310604 0 0
139789.621388921 0 0
139789.626464199 0 0
139789.631539253 0 0
139789.636614786 0 0
139789.641696656 0 0
139789.646775069 0 0
139789.651851051 0 0
139789.656930073 0 0
139789.662006534 0 0
139789.667082004 0 0
139789.672366978 0 0
139789.677576656 0 0
139789.682676765 0 0
139789.687766315 0 0
139789.692848889 0 0
139789.697937574 0 0
139789.703028788 0 0
139789.708128290 0 0
139789.713220431 0 0
139789.718312061 0 0
139789.723397546 0 0
139789.728498584 0 0
139789.733595366 0 0
139789.738766292 0 0
139789.743851745 0 0
139789.748940879 0 0
139789.754026748 0 0
139789.759109258 0 0
139789.764195192 0 0
139789.769276453 0 0
139789.774370963 0 0
139789.779461088 0 0
139789.784552238 0 0
139789.789643932 0 0
139789.794733801 0 0
139789.799822199 0 0
139789.804910469 0 0
139789.809998034 0 0
139789.815129376 0 0
139789.820269390 0 0
139789.825387227 0 0
139789.830472041 0 0
139789.835561303 0 0
139789.840649668 0 0
139789.845736114 0 0
139789.850822879 0 0
139789.855909741 0 0
139789.861035451 0 0
139789.866125096 0 0
139789.871213334 0 0
139789.876302116 0 0
139789.881387345 0 0
139789.886475359 0 0
139789.891561772 0 0
139789.896652538 0 0
139789.901739688 0 0
139789.906824949 0 0
139789.911971587 0 0
139789.917065009 0 0
139789.922167294 0 0
139789.927258220 0 0
139789.932349466 0 0
139789.937434535 0 0
139789.942521909 0 0
139789.947611490 0 0
139789.952700816 0 0
139789.957872862 0 0
139789.963011756 0 0
139789.968108793 0 0
139789.973198535 0 0
139789.978282932 0 0
139789.983367682 0 0
139789.988462896 0 0
139789.993549021 0 0
139789.998635051 0 0
139790.3787673 0 0
139790.8878886 0 0
139790.13966676 0 0
139790.19054978 0 0
139790.24143663 0 0
139790.29229629 0 0
139790.34314122 0 0
139790.39400536 0 0
139790.44479782 0 0
139790.49564083 0 0
139790.54649569 0 0
139790.59735278 0 0
139790.64823804 0 0
139790.69910954 0 0
139790.74997879 0 0
139790.80091237 0 0
139790.85235123 0 0
139790.90323392 0 0
139790.95410670 0 0
139790.100494203 0 0
139790.105576969 0 0
139790.110704247 0 0
139790.115793444 0 0
139790.120885874 0 0
139790.125972992 0 0
139790.131060525 0 0
139790.136149691 0 0
139790.141235688 0 0
139790.146319958 0 0
139790.151406916 0 0
139790.156495313 0 0
139790.161580735 0 0
139790.166667724 0 0
139790.171754394 0 0
139790.176840488 0 0
139790.181937461 0 0
139790.187027075 0 0
139790.192115377 0 0
139790.197204190 0 0
139790.202291660 0 0
139790.207379193 0 0
139790.212463079 0 0
139790.217550517 0 0
139790.222630786 0 0
139790.227754320 0 0
139790.232843230 0 0
139790.237930955 0 0
139790.243023545 0 0
139790.248117830 0 0
139790.253203348 0 0
139790.258289794 0 0
139790.263372047 0 0
139790.268462397 0 0
139790.273546250 0 0
139790.278631384 0 0
139790.283715910 0 0
139790.288802739 0 0
139790.293888929 0 0
139790.298976878 0 0
139790.304111420 0 0
139790.309196650 0 0
139790.314282359 0 0
139790.319369829 0 0
139790.324455763 0 0
139790.329538784 0 0
139790.334621198 0 0
139790.339706523 0 0
139790.344790697 0 0
139790.349879767 0 0
139790.354964452 0 0
139790.360052178 0 0
139790.365139968 0 0
139790.370224781 0 0
139790.375307963 0 0
139790.380399272 0 0
139790.385483702 0 0
139790.390566660 0 0
139790.395647857 0 0
139790.400730879 0 0
139790.405815308 0 0
139790.410897594 0 0
139790.415981320 0 0
139790.421070997 0 0
139790.426153507 0 0
139790.431236112 0 0
139790.436321470 0 0
139790.441405068 0 0
139790.446488729 0 0
139790.451572199 0 0
139790.456658644 0 0
139790.461778722 0 0
139790.466864208 0 0
139790.471945949 0 0
139790.477032683 0 0
139790.482154105 0 0
139790.487256038 0 0
139790.492348404 0 0
139790.497437281 0 0
139790.502524527 0 0
139790.507607805 0 0
139790.512693578 0 0
139790.517778168 0 0
139790.522861158 0 0
139790.527946739 0 0
139790.533083265 0 0
139790.538173871 0 0
139790.543254108 0 0
139790.548342602 0 0
139790.553428343 0 0
139790.558513733 0 0
139790.563596339 0 0
139790.568679200 0 0
139790.573765774 0 0
139790.578852219 0 0
139790.583937641 0 0
139790.589020151 0 0
139790.594113252 0 0
139790.599204882 0 0
139790.604295743 0 0
139790.609420525 0 0
